"id","course_name","course_url","description","image_url","provenance","subject"
"edx00000","The Basics of Transport Phenomena","https://www.edx.org/course/basics-transport-phenomena-delftx-tp101x-2","Learn the basic framework to work on a broad spectrum of engineering problems concerning transfer of heat, mass and momentum. Learn through examples of everyday processes at home, in the lab and in industry.","https://www.edx.org/sites/default/files/course/image/featured-card/basics_of_transport-318x210.jpg","Delft University of Technology (TU Delft)","Biology & Life Sciences;Engineering;Physics"
"edx00001","Business Communications","https://www.edx.org/course/business-communications-ubcx-bus2x","Learn how to communicate effectively in a business setting: understand diverse audiences and build sound arguments.","https://www.edx.org/sites/default/files/course/image/featured-card/business-communication-illustration_318x210.jpg","University of British Columbia","Communication;Business & Management"
"edx00002","Solar Energy: Photovoltaic (PV) Energy Conversion","https://www.edx.org/course/solar-energy-photovoltaic-pv-energy-delftx-pv1x-0","Understand how solar cells generate electricity. Learn about semiconductor physics and optics required to design and manufacture solar cells.","https://www.edx.org/sites/default/files/course/image/featured-card/ewi_pv1x_318x210.jpg","Delft University of Technology (TU Delft)","Engineering;Physics;Electronics"
"edx00003","Introduction to Bioconductor: Annotation and Analysis of Genomes and Genomic Assays","https://www.edx.org/course/introduction-bioconductor-annotation-harvardx-ph525-5x-0","The structure, annotation, normalization, and interpretation of genome scale assays.","https://www.edx.org/sites/default/files/course/image/featured-card/statistics-and-r-for-the-life-sciences_378x225_4.jpg","Harvard University","Biology & Life Sciences;Science;Data Analysis & Statistics"
"edx00004","Biobased Processes and Implementation","https://www.edx.org/course/biobased-processes-implementation-wageningenx-bb02x-0","Discover how to use microorganisms and catalysts to create biobased products, and how to market and sell those products in a profitable business model.","https://www.edx.org/sites/default/files/course/image/featured-card/bb02x_318x210.jpg","Wageningen University & Research","Environmental Studies;Business & Management;Engineering;Chemistry"
"edx00005","Global Business in Practice","https://www.edx.org/course/global-business-practice-georgetownx-gbex-650-01x-0","Get an overall view of the increasingly complex challenges of global business from the insights, perspectives and experience of Georgetown faculty and senior executives currently working in multinational companies.","https://www.edx.org/sites/default/files/course/image/featured-card/gbex_-_course_image_318x210.jpg","Georgetown University","Business & Management;Social Sciences"
"edx00006","First Nights - Messiah","https://www.edx.org/course/first-nights-messiah-harvardx-mus24-2x","Discover Handel’s Messiah in this installment of First Nights, which will explore five masterpieces of western music.","https://www.edx.org/sites/default/files/course/image/featured-card/mus24.2x-course_image-378x225.jpg","Harvard University","Humanities;Art & Culture;History;Music"
"edx00007","Capital Markets and Key Participants","https://www.edx.org/course/capital-markets-key-participants-new-york-institute-finance-cm1-x","Learn about global financial markets, including the structure and types of capital markets, and how to identify key participants and their impact on the market.",,"NYIF","Economics & Finance"
"edx00008","Introduction to Money Markets","https://www.edx.org/course/introduction-money-markets-new-york-institute-finance-cm2-x","Learn about the main product categories and pricing conventions within the Money Market sector using real-world scenarios.",,"NYIF","Economics & Finance"
"edx00009","Evolution of the Human Sociality: A Quest for the Origin of Our Social Behavior","https://www.edx.org/course/evolution-human-sociality-quest-origin-kyotoux-000x-0","Learn about the origins of human beings and primatology, the scientific study of primates.","https://www.edx.org/sites/default/files/course/image/featured-card/000x-course_image-378x225a.jpg","Kyoto University","Science;Biology & Life Sciences;History"
"edx00010","Leadership for Engineers","https://www.edx.org/course/leadership-engineers-delftx-lfe101x-2","Learn how to effectively lead in a technology-driven world, define your personal leadership journey, and make your career choices.","https://www.edx.org/sites/default/files/course/image/featured-card/lfe101x-new_about_page_image-318x210.jpg","Delft University of Technology (TU Delft)","Business & Management;Engineering"
"edx00011","System Center 2016: Building a Datacenter Fabric","https://www.edx.org/course/system-center-2016-building-datacenter-microsoft-inf262x","Learn how to build the foundation for your datacenter's service fabric.","https://www.edx.org/sites/default/files/course/image/featured-card/inf262x-318x210.jpg","Microsoft","Computer Science"
"edx00012","Analyze your Genome!","https://www.edx.org/course/analyze-genome-uc-san-diegox-binf180-1","Learn how to use existing tools and pipelines to analyze next generation sequencing (NGS) data.","https://www.edx.org/sites/default/files/course/image/featured-card/binf180.1-5e0234382179-318210.jpg","The University of California, San Diego","Biology & Life Sciences;Data Analysis & Statistics"
"edx00013","Introduction to Oil Country Tubular Goods (OCTG)","https://www.edx.org/course/introduction-oil-country-tubular-goods-tenarisuniversity-pipe01x-1","This course introduces the main criteria to be considered when selecting tubular products to assure wells integrity and mitigate risks.","https://www.edx.org/sites/default/files/course/image/featured-card/why_pipe_matters-378x225.jpg","TenarisUniversity ","Engineering"
"edx00014","Introduction to Running Pipe in Oil and Gas Wells","https://www.edx.org/course/introduction-running-pipe-oil-gas-wells-tenarisuniversity-pipe02x-1","Learn about the importance of proper preparation and handling of casing and tubing used in oil and gas wells.","https://www.edx.org/sites/default/files/course/image/featured-card/pipe02x-course_image-378x225.jpg","TenarisUniversity ","Engineering"
"edx00015","Evidence-Based Technology Management","https://www.edx.org/course/evidence-based-technology-management-anux-ebm06x","Recognize the value of your data and leverage information assets to achieve business objectives using evidence-based practices.","https://www.edx.org/sites/default/files/course/image/featured-card/tma-ebm06x_318x210.jpg","Australian National University","Business & Management;Data Analysis & Statistics"
"edx00016","Introduction to Java Programming: Writing Good Code","https://www.edx.org/course/introduction-java-programming-writing-uc3mx-it-1-2x","Learn to program in an easy and interactive way and enter the fascinating world of computer science.","https://www.edx.org/sites/default/files/course/image/featured-card/intro_to_programming_with_java_318x210.jpg","Universidad Carlos III de Madrid","Computer Science"
"edx00017","Tourism and Travel Management","https://www.edx.org/course/tourism-travel-management-uqx-tourismx","Leading tourism practitioners and researchers offer insider perspectives on this dynamic and growing industry.","https://www.edx.org/sites/default/files/course/image/featured-card/tourismx-318210.jpg","The University of Queensland","Business & Management"
"edx00018","Reinvent Yourself: Unleash Your Creativity","https://www.edx.org/course/reinvent-yourself-unleash-creativity-uthealthsphx-imagine99x-3","A renowned innovation expert shows how to spark your creativity for career development in 5 proven steps.","https://www.edx.org/sites/default/files/course/image/featured-card/imagine99x-about_page_image-318x210_0.jpg","The University of Texas Health Science Center at Houston (UTHealth) School of Public Health","Science;Social Sciences;Business & Management"
"edx00019","Introduction to Node.js","https://www.edx.org/course/introduction-node-js-microsoft-dev283x","The ultimate beginner guide to creating web applications using Node.js, Express and MongoDB.","https://www.edx.org/sites/default/files/course/image/featured-card/dev283x-318.jpg","Microsoft","Computer Science;Science"
"edx00020","First Nights - Beethoven's 9th","https://www.edx.org/course/first-nights-beethovens-9th-harvardx-mus24-3x","Learn about Beethoven’s monumental 9th Symphony and forms of orchestral music.","https://www.edx.org/sites/default/files/course/image/featured-card/beethoven_318x210.jpg","Harvard University","Humanities;Art & Culture;Music;History"
"edx00021","The Climate-Energy Challenge","https://www.edx.org/course/climate-energy-challenge-harvardx-spu29x","Learn more about the science behind climate change.","https://www.edx.org/sites/default/files/course/image/featured-card/spu29x_318.jpg","Harvard University","Environmental Studies;Energy & Earth Sciences;Science"
"edx00022","Simulation Neuroscience","https://www.edx.org/course/simulation-neuroscience-epflx-simneurox","Learn how to digitally reconstruct a single neuron to better study the biological mechanisms of brain function, behaviour and disease.","https://www.edx.org/sites/default/files/course/image/featured-card/simneurox-318.jpg","École polytechnique fédérale de Lausanne","Biology & Life Sciences;Computer Science"
"edx00023","Human Rights Defenders","https://www.edx.org/course/human-rights-defenders-amnesty-internationalx-rights3x","Human rights defenders have the courage to stand up against injustice. Learn about their stories, struggles and successes. Explore how defenders mitigate risk, take action to defend human rights, and how you can use your voice to join the fight, too.","https://www.edx.org/sites/default/files/course/image/featured-card/hrd-mooc-course-image-small-318210.jpg","Amnesty International","Social Sciences"
"edx00024","Introduction to Biology - The Secret of Life","https://www.edx.org/course/introduction-biology-secret-life-mitx-7-00x-7","Explore the secret of life through the basics of biochemistry, genetics, molecular biology, recombinant DNA, genomics and rational medicine. Open for self-paced learning. Certify through the MITx 7.00x Competency Exam.","https://www.edx.org/sites/default/files/course/image/featured-card/700_helix_318x210.jpg","Massachusetts Institute of Technology","Biology & Life Sciences"
"edx00025","Readings in Global Health","https://www.edx.org/course/readings-global-health-harvardx-ph231x-1","Learn about the most pressing issues in global health through a series of reviews and interviews with leading experts.","https://www.edx.org/sites/default/files/course/image/featured-card/ph231x-course_card_image11192015-378x225_1.jpg","Harvard University","Medicine;Health & Safety"
"edx00026","Ancient Masterpieces of World Literature","https://www.edx.org/course/ancient-masterpieces-world-literature-harvardx-hum12-1x","Examine how cultures of the ancient world defined themselves through literature and how their vision of literature contributes to our understanding of civilization, culture, and literature today.","https://www.edx.org/sites/default/files/course/image/featured-card/hum12.1x-318.jpg","Harvard University","Literature;Humanities;Art & Culture"
"edx00027","Modern Masterpieces of World Literature","https://www.edx.org/course/modern-masterpieces-world-literature-harvardx-hum12-2x","Examine how great modern writers capture the intricacies of our globalized world and how their works circulate within that world to find their own audiences.","https://www.edx.org/sites/default/files/course/image/featured-card/hum12.2x-318.jpg","Harvard University","Literature;Humanities;Art & Culture"
"edx00028","Finding your Cybersecurity Career Path","https://www.edx.org/course/finding-cybersecurity-career-path-uwashingtonx-cyb004x","Learn about different career pathways in cybersecurity and complete a self-assessment project to better understand the right path for you.","https://www.edx.org/sites/default/files/course/image/featured-card/thumbnail-4-0000710.jpg","University of Washington","Computer Science"
"edx00029","Anatomy: Human Neuroanatomy","https://www.edx.org/course/anatomy-human-neuroanatomy-michiganx-anatomy403-3x","Learn about the different parts of the central nervous system and how they work together with the entire body.","https://www.edx.org/sites/default/files/course/image/featured-card/318x210_human_nervous_system_copy.jpg","The University of Michigan","Biology & Life Sciences"
"edx00030","Video Game Design History","https://www.edx.org/course/video-game-design-history-ritx-game101x-0","Learn about the evolution of video games from experts at The Strong National Museum of Play, the world’s largest collection of video game materials.","https://www.edx.org/sites/default/files/course/image/featured-card/game101x_318x210.jpg","Rochester Institute of Technology","Computer Science;Design"
"edx00031","Nutrition and Health: Macronutrients and Overnutrition","https://www.edx.org/course/nutrition-health-macronutrients-wageningenx-nutr101x-0","Learn the fundamentals of nutrition and its impact on human health.","https://www.edx.org/sites/default/files/course/image/featured-card/nutr101x-378x225.jpg","Wageningen University & Research","Food & Nutrition;Health & Safety;Biology & Life Sciences"
"edx00032","Nutrition and Health: Micronutrients and Malnutrition","https://www.edx.org/course/nutrition-health-micronutrients-wageningenx-nutr102x-0","Learn about malnutrition and micronutrients and how they impact human health.","https://www.edx.org/sites/default/files/course/image/featured-card/nutr102x-nutrition_and_health_part_2-_micronutrients_and_malnutrition-378x225.jpg","Wageningen University & Research","Food & Nutrition;Biology & Life Sciences;Health & Safety"
"edx00033","Nutrition and Health: Food Risks","https://www.edx.org/course/nutrition-health-food-risks-wageningenx-nutr103x-0","Learn about bacteria, pesticides and health hazards present in food.","https://www.edx.org/sites/default/files/course/image/featured-card/nutr103x-video_still_image11182015-318x210_0.jpg","Wageningen University & Research","Biology & Life Sciences;Food & Nutrition;Health & Safety"
"edx00034","Batteries, Fuel Cells, and their Role in Modern Society","https://www.edx.org/course/batteries-fuel-cells-role-modern-society-urfux-batfuelc2017","This course is an introduction to batteries and fuel cells - the cornerstones of electromobility and renewable energy.","https://www.edx.org/sites/default/files/course/image/featured-card/batfuelc2017-318210.jpg","Ural Federal University","Science;Chemistry;Environmental Studies"
"edx00035","Agile Development Using Ruby on Rails - The Basics","https://www.edx.org/course/agile-development-using-ruby-rails-uc-berkeleyx-cs169-1x-1","Learn Software as a Service (SaaS) using Ruby on Rails.","https://www.edx.org/sites/default/files/course/image/featured-card/rubyonrails-basic_318x210_v2.jpg","Berkeley","Computer Science"
"edx00036","Social Work: Research","https://www.edx.org/course/social-work-research-michiganx-sw522x","Learn about the importance of an evidence-based approach in social work practice and how to conduct effective research.","https://www.edx.org/sites/default/files/course/image/featured-card/ssw_micromaster_522_socialworkresearch_318x210.jpg","The University of Michigan","Social Sciences;Health & Safety"
"edx00037","UX (User Experience) Capstone","https://www.edx.org/course/ux-user-experience-capstone-michiganx-ux509x","Use the skills and knowledge gained through User Experience (UX) Research and Design MicroMasters Program courses to design and conduct a complete UX project.","https://www.edx.org/sites/default/files/course/image/featured-card/ux_thumbnail_083116_7_318x210.jpg","The University of Michigan","Design;Computer Science"
"edx00038","Infrastructure Management for Public Libraries","https://www.edx.org/course/infrastructure-management-public-michiganx-publib605","Learn how library managers and directors make key operational decisions regarding maintenance, insurance, technology, and more.","https://www.edx.org/sites/default/files/course/image/featured-card/rsz_605x-318210.jpg","The University of Michigan","Art & Culture;Humanities"
"edx00039","Sustainable Soil Management: Soil for life","https://www.edx.org/course/sustainable-soil-management-soil-life-wageningenx-soilx-1","Learn why soil is so important, how it’s being threatened and what we can do to protect this natural resource so vital to our lives.","https://www.edx.org/sites/default/files/course/image/featured-card/soil4life_image.jpg","Wageningen University & Research","Environmental Studies"
"edx00040","First Nights: Berlioz’s Symphonie Fantastique and Program Music in the 19th Century","https://www.edx.org/course/first-nights-berliozs-symphonie-harvardx-mus24-4x-0","Learn about Hector Berlioz’s Symphonie Fantastique, an iconic Romantic symphony that ushered in an era of narrative “program music.”","https://www.edx.org/sites/default/files/course/image/featured-card/mus_harvardx_318x210.jpg","Harvard University","Humanities;Art & Culture;History;Music"
"edx00041","Humanitarian Response to Conflict and Disaster","https://www.edx.org/course/humanitarian-response-conflict-disaster-harvardx-ph558x-0","Learn the principles guiding humanitarian response to modern emergencies, and the challenges faced in the field today.","https://www.edx.org/sites/default/files/course/image/featured-card/human_v1_image.png","Harvard University","Health & Safety"
"edx00042","Blockchain for Business - An Introduction to Hyperledger Technologies","https://www.edx.org/course/blockchain-business-introduction-linuxfoundationx-lfs171x","A primer to blockchain and distributed ledger technologies. Learn how to start building blockchain applications with Hyperledger frameworks.","https://www.edx.org/sites/default/files/course/image/featured-card/lfs171x-blockchain_318.jpg","The Linux Foundation","Computer Science;Business & Management;Economics & Finance"
"edx00043","Circular Economy","https://www.edx.org/course/circular-economy-wageningenx-bb05x","Join the transition towards a circular economy considering economic, supply chain, social, technical, managerial and environmental aspects.","https://www.edx.org/sites/default/files/course/image/featured-card/bb05x_318x210.jpg","Wageningen University & Research","Business & Management;Social Sciences;Engineering"
"edx00044","UX Research at Scale: Analytics and Online Experiments","https://www.edx.org/course/ux-research-scale-analytics-online-michiganx-ux508x","Learn how to conduct and analyze UX research at scale using online tools such as A/B testing and web analytics.","https://www.edx.org/sites/default/files/course/image/featured-card/research_at_scale_analytics_and_online_experiments_318x210.jpg","The University of Michigan","Computer Science;Design"
"edx00045","Introduction to Java Programming – Part 1","https://www.edx.org/course/introduction-java-programming-part-1-hkustx-comp102-1x-7","Learn the fundamental elements of Java programming and data abstraction.","https://www.edx.org/sites/default/files/course/image/featured-card/java-course-318x210.jpg","Hong Kong University of Science and Technology","Computer Science"
"edx00046","Introduction to Java Programming – Part 2","https://www.edx.org/course/introduction-java-programming-part-2-hkustx-comp102-2x-5","The first MOOC to teach the fundamental elements of Java programming and data abstraction.","https://www.edx.org/sites/default/files/course/image/featured-card/java-course-318x210_0.jpg","Hong Kong University of Science and Technology","Computer Science"
"edx00047","Introduction to Mobile Application Development using Android","https://www.edx.org/course/introduction-mobile-application-hkustx-comp107x-4","Learn the basics of mobile application development using Android as the platform.","https://www.edx.org/sites/default/files/course/image/featured-card/comp107x-intro_to_mobile_app_dev_android-318x210.jpg","Hong Kong University of Science and Technology","Computer Science"
"edx00048","Leaders of Learning","https://www.edx.org/course/leaders-learning-harvardx-gse2x-2","Explore and understand your own theories of learning and leadership. Gain the tools to imagine and build the future of learning.","https://www.edx.org/sites/default/files/course/image/featured-card/gse2x-video_still_image11132015-318x210.jpg","Harvard University","Education & Teacher Training;Communication;Philosophy & Ethics;Social Sciences"
"edx00049","Big Data Analytics","https://www.edx.org/course/big-data-analytics-adelaidex-analysisx","Learn key technologies and techniques, including R and Hadoop, to analyse large-scale data sets to uncover valuable business information.","https://www.edx.org/sites/default/files/course/image/featured-card/big_data_analysis_318x210.jpg","University of Adelaide","Computer Science;Data Analysis & Statistics"
"edx00050","Statistical Analysis in Bioinformatics","https://www.edx.org/course/statistical-analysis-bioinformatics-usmx-university-maryland-university-bif003x","Learn basic R programming to analyze biological big data to locate genes, perform simulations, and gauge the effect of specific markers.","https://www.edx.org/sites/default/files/course/image/featured-card/bioinformatics3image_318x210.jpg","University System of Maryland","Biology & Life Sciences;Computer Science"
"edx00051","Leadership and Management for PM Practitioners in IT","https://www.edx.org/course/leadership-management-pm-practitioners-uwashingtonx-pm-it-003x","Learn how to develop effective project management and leadership skills that are essential for successfully guiding diverse or distributed teams and projects.","https://www.edx.org/sites/default/files/course/image/featured-card/3_uw_pm-it_course3_2120x1192.png","University of Washington","Business & Management;Computer Science"
"edx00052","DNA Sequences: Alignments and Analysis","https://www.edx.org/course/dna-sequences-alignments-analysis-usmx-umuc-bif001x-0","Learn how to align and analyze DNA sequences using web and software based tools to find mutations and other anomalies in genes and genomic sequences.","https://www.edx.org/sites/default/files/course/image/featured-card/bioinformatics1image_318x210.jpg","University System of Maryland","Biology & Life Sciences;Computer Science"
"edx00053","Proteins: Alignment, Analysis and Structure","https://www.edx.org/course/proteins-alignment-analysis-structure-usmx-umuc-bif002x","Learn about proteins and the important role structure plays in their function as you learn how to analyze and align protein sequences.","https://www.edx.org/sites/default/files/course/image/featured-card/bioinformatics2image_318x210.jpg","University System of Maryland","Biology & Life Sciences;Computer Science"
"edx00054","Android Developer Capstone Project: Building a Successful Android App","https://www.edx.org/course/android-developer-capstone-project-galileox-caad005x-0","Demonstrate and implement the knowledge and skills acquired in the Android Developer MicroMasters Program, and prepare for the Google Associate Android Developer Certification exam.","https://www.edx.org/sites/default/files/course/image/featured-card/capstone_project_318x210.jpg","Galileo University","Computer Science"
"edx00055","Terrorism and Counterterrorism","https://www.edx.org/course/terrorism-counterterrorism-georgetownx-guix-501-03x-0","What is the danger of terrorism, and how can the world respond effectively?","https://www.edx.org/sites/default/files/course/image/featured-card/long_-_terrorism_318x210.jpg","Georgetown University","Law;Philosophy & Ethics;History;Humanities"
"edx00056","Terrorism and Counterterrorism: An Introduction","https://www.edx.org/course/terrorism-counterterrorism-introduction-georgetownx-guix-501-04x-0","What is the danger of terrorism, and how can the world respond effectively? This abridged version of the GeorgetownX Terrorism and Counterterrorism course offers students core content on the study of terrorism, along with key sections that are relevant to today’s terrorism scholarship.","https://www.edx.org/sites/default/files/course/image/featured-card/long_-_terrorism_318x210.jpg","Georgetown University","Law;Philosophy & Ethics;History;Humanities"
"edx00057","Language Revival: Securing the Future of Endangered Languages","https://www.edx.org/course/language-revival-securing-future-adelaidex-lang101x-1","Learn how the world’s endangered languages are revived and why this process is critical to preserving cultural identity.","https://www.edx.org/sites/default/files/course/image/featured-card/lang101x-318x210.jpg","University of Adelaide","Communication;Humanities;Social Sciences"
"edx00058","Tsunamis and Storm Surges: Introduction to Coastal Disasters","https://www.edx.org/course/tsunamis-storm-surges-introduction-wasedax-cosdis101x-0","Learn about natural coastal disasters and how you can help improve global disaster management.  ","https://www.edx.org/sites/default/files/course/image/featured-card/cosdis101x-video_still_image-318x210.jpg","Waseda University","Environmental Studies;Engineering"
"edx00059","Data Science: R Basics","https://www.edx.org/course/data-science-r-basics-harvardx-ph125-1x-0","In this first course of eight in the HarvardX Data Science series, we learn the basic building blocks of R. The series will cover data wrangling with dplyr, visualization with ggplot2, probability, inference, regression and machine learning.","https://www.edx.org/sites/default/files/course/image/featured-card/ph125.1x_318.jpg","Harvard University","Data Analysis & Statistics"
"edx00060","Marketing Analytics: Price and Promotion Analytics","https://www.edx.org/course/marketing-analytics-price-promotion-uc-berkeleyx-busadm466-2x-0","Learn how to use price and promotion analytics to effectively allocate your marketing budget to maximize profits.","https://www.edx.org/sites/default/files/course/image/featured-card/_analytics_318x210.jpg","Berkeley","Business & Management;Computer Science;Data Analysis & Statistics"
"edx00061","Critical Development Perspectives","https://www.edx.org/course/critical-development-perspectives-uqx-lgdm4x-0","Gain insight into the different perspectives & trends facing development workers to lead more effectively across sectors & organizations.","https://www.edx.org/sites/default/files/course/image/featured-card/uqx-xseries-critical-development-perspectives_1_318x210.jpg","The University of Queensland","Humanities;Social Sciences;Philosophy & Ethics"
"edx00062","Biobased Sciences for Sustainability Capstone","https://www.edx.org/course/biobased-sciences-sustainability-wageningenx-bb06x","Use the skills and knowledge gained in the Biobased Sciences for Sustainability MicroMasters Program to design a sustainable biobased process and evaluate the technological, societal and economic impact.","https://www.edx.org/sites/default/files/course/image/featured-card/bb06x_318x210.jpg","Wageningen University & Research","Chemistry;Engineering;Environmental Studies"
"edx00063","Creating Virtual Reality (VR) Apps","https://www.edx.org/course/creating-virtual-reality-vr-apps-uc-san-diegox-cse190x","Learn the tools and techniques to develop your own professional VR app in Unity 3D.","https://www.edx.org/sites/default/files/course/image/featured-card/course3-318x210.jpg","The University of California, San Diego","Computer Science"
"edx00064","Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots","https://www.edx.org/course/stravinskys-rite-spring-modernism-ballet-harvardx-mus24-5x","Learn the fascinating history of Igor Stravinsky’s The Rite of Spring, one of the most challenging and rewarding ballets ever written.","https://www.edx.org/sites/default/files/course/image/featured-card/course_image_318x210_9.jpg","Harvard University","Music;Humanities;Art & Culture;History"
"edx00065","Introduction to Computational Thinking and Data Science","https://www.edx.org/course/introduction-computational-thinking-data-mitx-6-00-2x-6","6.00.2x is an introduction to using computation to understand real-world phenomena.","https://www.edx.org/sites/default/files/course/image/featured-card/6.00.2x_c318x210.jpg","Massachusetts Institute of Technology","Computer Science"
"edx00066","Introduction to Cloud Computing","https://www.edx.org/course/introduction-cloud-computing-ieeex-cloudintro-x-2","Develop an understanding of the economics and architecture of various cloud computing models. ","https://www.edx.org/sites/default/files/course/image/featured-card/intro-to-cloud-378x225.jpg","IEEE","Computer Science;Engineering;Business & Management"
"edx00067","How to Write an Essay","https://www.edx.org/course/how-write-essay-uc-berkeleyx-colwri2-1x-2","An introduction to academic writing for English Language Learners, focusing on essay development, grammatical correctness, and self-editing.","https://www.edx.org/sites/default/files/course/image/featured-card/collegewriting-378x225_0.jpg","Berkeley","Humanities;Language"
"edx00068","Academic and Business Writing","https://www.edx.org/course/academic-business-writing-uc-berkeleyx-colwri2-2x-1","An introduction to academic and business writing for English Language Learners, focusing on grammar, vocabulary, structure, editing, and publication.","https://www.edx.org/sites/default/files/course/image/featured-card/collegewriting_378x225_0.jpg","Berkeley","Communication;Humanities;Business & Management"
"edx00069","Ethics and Law in Analytics and AI","https://www.edx.org/course/ethics-law-analytics-ai-microsoft-dat249x","Analytics and AI are powerful tools that have real-word outcomes. Learn how to apply practical, ethical, and legal constructs and scenarios so that you can be an effective analytics professional.","https://www.edx.org/sites/default/files/course/image/featured-card/dat249x_318x210.jpg","Microsoft","Data Analysis & Statistics"
"edx00070","High Performance Finite Element Modeling","https://www.edx.org/course/high-performance-finite-element-modeling-kthx-hpfem01-1x","Learn how to make cutting edge adaptive FEM simulations from top researchers at KTH!","https://www.edx.org/sites/default/files/course/image/featured-card/hpfem01.1x-803cf030b773-318-210.jpg","KTH Royal Institute of Technology","Engineering;Computer Science;Math"
"edx00071","Introduction to NoSQL Data Solutions","https://www.edx.org/course/introduction-nosql-data-solutions-microsoft-dat221x","Learn the fundamentals of NoSQL and explore several non-relational data storage options in Microsoft Azure.","https://www.edx.org/sites/default/files/course/image/featured-card/dat221x_318x210.jpg","Microsoft","Computer Science"
"edx00072","Essential Statistics for Data Analysis using Excel","https://www.edx.org/course/essential-statistics-data-analysis-using-microsoft-dat222x-1","Gain a solid understanding of statistics and basic probability, using Excel, and build on your data analysis and data science foundation.","https://www.edx.org/sites/default/files/course/image/featured-card/dat222x_banner_318x210.jpg","Microsoft","Computer Science;Data Analysis & Statistics;Math"
"edx00073","Electricity & Magnetism, Part 1","https://www.edx.org/course/electricity-magnetism-part-1-ricex-phys102-1x-1","PHYS 102.1x serves as an introduction to charge, the electric field, the electric potential, current, resistance, and DC circuits with resistors and capacitors.","https://www.edx.org/sites/default/files/course/image/featured-card/phys102x_378x225.jpg","Rice University","Physics"
"edx00074","DevOps for Mobile Apps","https://www.edx.org/course/devops-mobile-apps-microsoft-devops200-8x","Learn how to develop, deploy and manage mobile applications in DevOps environments.","https://www.edx.org/sites/default/files/course/image/featured-card/318_course_image.jpg","Microsoft","Computer Science"
"edx00075","UML Class Diagrams for Software Engineering","https://www.edx.org/course/uml-class-diagrams-software-engineering-kuleuvenx-umlx-0","Learn how unified modeling language (UML) class diagrams are created and used to visualize and conceptualize the design of a system.","https://www.edx.org/sites/default/files/course/image/featured-card/umlx-kuleuvenx_318x210.jpg"," KU Leuven University ","Computer Science"
"edx00076","Introduction to Genomic Data Science","https://www.edx.org/course/introduction-genomic-data-science-uc-san-diegox-cse181-1x","Join us on the frontier of bioinformatics and learn how to look for hidden messages in DNA without ever needing to put on a lab coat.","https://www.edx.org/sites/default/files/course/image/featured-card/cse181.1x-318210.jpg","The University of California, San Diego","Biology & Life Sciences;Computer Science"
"edx00077","Microsoft Office Fundamentals: Outlook, Word, and Excel","https://www.edx.org/course/microsoft-office-fundamentals-outlook-microsoft-cld261x","Learn how to create and edit Word documents, Excel spreadsheets, and emails with Microsoft Office in this course for beginners. ","https://www.edx.org/sites/default/files/course/image/featured-card/cld261x-318.jpg","Microsoft","Computer Science"
"edx00078","Analyzing and Visualizing Data with SQL Server Reporting Services","https://www.edx.org/course/analyzing-visualizing-data-sql-server-microsoft-dat214x-2","Learn to create mobile reports, paginated reports, and KPIs using business data with SQL Server Reporting Services (SSRS).","https://www.edx.org/sites/default/files/course/image/featured-card/dat214x_banner_318x210.jpg","Microsoft","Computer Science"
"edx00079","Developing SQL Databases","https://www.edx.org/course/developing-sql-databases-microsoft-dat215-1x-2","Learn the technologies and features needed to create and design SQL databases, including how to implement SQL views, indexes and tables.","https://www.edx.org/sites/default/files/course/image/featured-card/dat215.1_318x210.jpg","Microsoft","Computer Science"
"edx00080","Delivering a Relational Data Warehouse","https://www.edx.org/course/delivering-relational-data-warehouse-microsoft-dat216x-4","Learn how to design, build, load, and operate a relational data warehouse to support business intelligence (BI) and advanced analytics.","https://www.edx.org/sites/default/files/course/image/featured-card/dat_216x_banner_318x210.jpg","Microsoft","Computer Science;Business & Management"
"edx00081","Implementing ETL with SQL Server Integration Services (SSIS)","https://www.edx.org/course/implementing-etl-sql-server-integration-microsoft-dat217x-4","Learn how to use SSIS to build high performance integration solutions and ETL packages for data warehousing.","https://www.edx.org/sites/default/files/course/image/featured-card/implementing_etl_with_ssis_318x210_0.jpg","Microsoft","Computer Science;Data Analysis & Statistics"
"edx00082","Data Cleansing with Data Quality Services (DQS)","https://www.edx.org/course/data-cleansing-data-quality-services-dqs-microsoft-dat218x-2","A straightforward, no-nonsense approach to improving your data cleansing skills with SQL Server Data Quality Services (DQS).","https://www.edx.org/sites/default/files/course/image/featured-card/data_quality_services_318x210.jpg","Microsoft","Computer Science;Data Analysis & Statistics"
"edx00083","Developing a SQL Server Analysis Services Tabular Data Model","https://www.edx.org/course/developing-sql-server-analysis-services-microsoft-dat225x","Learn how to design, develop, and manage a tabular data model with SQL Server 2016 Analysis Services.","https://www.edx.org/sites/default/files/course/image/featured-card/dat225x_image_318x210.jpg","Microsoft","Computer Science"
"edx00084","Creating a Master Data Solution with SQL Server Master Data Services (MDS)","https://www.edx.org/course/creating-master-data-solution-sql-server-microsoft-dat226x-0","Learn how to manage Master Data Management (MDM) solutions with SQL Server 2016 Master Data Services (MDS) to deliver authoritative, standardized, and validated versions of your data.","https://www.edx.org/sites/default/files/course/image/featured-card/dat226x_mds_318x210.jpg","Microsoft","Computer Science;Data Analysis & Statistics"
