"id","course_name","course_url","description","image_url","provenance","subject"
"edx00432","Innovation and IT Management","https://www.edx.org/course/innovation-it-management-iimbx-is110x-1","Learn key decision-making skills to better manage and implement IT and innovation in your workplace.","https://www.edx.org/sites/default/files/course/image/featured-card/is110x-new-378x225.jpg","Indian Institute of Management, Bangalore","Business & Management"
"edx00433","Saving Schools: Reforming the U.S. Education System","https://www.edx.org/course/saving-schools-reforming-u-s-education-harvardx-1368x","An overview of the past, present, and future of the United States public K-12 education system.","https://www.edx.org/sites/default/files/course/image/featured-card/education-course-378x225_1_0.png","Harvard University","Social Sciences;Education & Teacher Training;History"
"edx00434","Advanced Transport Phenomena","https://www.edx.org/course/advanced-transport-phenomena-delftx-tp201x-0","Learn how to tackle complex mass and heat transfer problems and apply the results in your own environment.","https://www.edx.org/sites/default/files/course/image/featured-card/course_image_318x210_13.jpg","Delft University of Technology (TU Delft)","Engineering;Biology & Life Sciences;Physics"
"edx00435","Women Have Always Worked: The U.S. Experience 1920 – 2016","https://www.edx.org/course/women-have-always-worked-u-s-experience-columbiax-whaw1-2x","In Part Two of Women Have Always Worked, learn how women's work has changed the home, the workplace, and the nation in the 20th century through the present.","https://www.edx.org/sites/default/files/course/image/featured-card/course_image_women_have_always_worked_-_the_u.s._experience_1920_-_2016_318x210.jpg","Columbia University","History;Humanities"
"edx00436","HTML5 Coding Essentials and Best Practices","https://www.edx.org/course/html5-coding-essentials-w3cx-html5-1x-2","Learn how to write Web pages and Web sites by mastering HTML5 coding techniques and best practices.","https://www.edx.org/sites/default/files/course/image/featured-card/html5-best-practices_318x210.jpg","The World Wide Web Consortium (W3C)","Computer Science"
"edx00437","Ecodesign for Cities and Suburbs","https://www.edx.org/course/ecodesign-cities-suburbs-ubcx-ecodesignx-0","Using real examples, learn how ecology can guide urban design to avert environmental disasters and improve people’s lives.","https://www.edx.org/sites/default/files/course/image/featured-card/ecodesign_ubc_379x250.jpg","University of British Columbia","Architecture;Environmental Studies"
"edx00438","Demystifying Biomedical Big Data: A User’s Guide","https://www.edx.org/course/demystifying-biomedical-big-data-users-georgetownx-biox-201-01x-0","Whether you are a student, basic scientist, researcher, clinician, or librarian, this course is designed to help you understand, analyze, and interpret biomedical big data.","https://www.edx.org/sites/default/files/course/image/featured-card/demystifying_biomed_318x210.jpg","Georgetown University","Biology & Life Sciences;Computer Science;Medicine;Science;Data Analysis & Statistics"
"edx00439","Platform Strategy for Business","https://www.edx.org/course/platform-strategy-business-bux-qd505x-1","Learn how to design, launch, monetize and compete in a networked platform market.","https://www.edx.org/sites/default/files/course/image/featured-card/bux_mmx_qd505x-318x10.jpg","Boston University","Business & Management;Economics & Finance"
"edx00440","Customer Protection Rule 15C3-3","https://www.edx.org/course/customer-protection-rule-15c3-3-new-york-institute-finance-cprx","​Learn how the Customer Protection Rule, 15C3-3, safeguards customer interests and how it affects the regulatory environment within firms.","https://www.edx.org/sites/default/files/course/image/featured-card/cpr_318x210.jpg","NYIF","Economics & Finance;Business & Management"
"edx00441","Sustainable Food Security: Food Access","https://www.edx.org/course/sustainable-food-security-food-access-wageningenx-fssfax","Learn the basics of food access decision-making. In other words, who decides what ends up on your plate. Spoiler alert: it’s not just you!","https://www.edx.org/sites/default/files/course/image/featured-card/fssfax_-_wageningen_course_image_318x210.jpg","Wageningen University & Research","Food & Nutrition;Social Sciences"
"edx00442","Strategic Applications of IT Project & Program Management","https://www.edx.org/course/strategic-applications-it-project-uwashingtonx-pm-it-001x","In this course you will learn project management standards and frameworks that increase efficiency and deliver tangible business benefits.","https://www.edx.org/sites/default/files/course/image/featured-card/1_uw_pm-it_course1_2120x1192.png","University of Washington","Business & Management;Computer Science"
"edx00443","Programming for Data Science","https://www.edx.org/course/programming-data-science-adelaidex-programx","Learn how to apply fundamental programming concepts, computational thinking and data analysis techniques to solve real-world data science problems.","https://www.edx.org/sites/default/files/course/image/featured-card/programming_for_data_science_318x210.jpg","University of Adelaide","Computer Science;Data Analysis & Statistics"
"edx00444","Statistical Thinking for Data Science and Analytics","https://www.edx.org/course/statistical-thinking-data-science-columbiax-ds101x-1","Learn how statistics plays a central role in the data science approach.","https://www.edx.org/sites/default/files/course/image/featured-card/columbiax_ds101x318x210.jpg","Columbia University","Data Analysis & Statistics;Computer Science;Engineering;Business & Management"
"edx00445","Machine Learning for Data Science and Analytics","https://www.edx.org/course/machine-learning-data-science-analytics-columbiax-ds102x-1","Learn the principles of machine learning and the importance of algorithms.","https://www.edx.org/sites/default/files/course/image/featured-card/new_machinelearning_image318x210.jpg","Columbia University","Data Analysis & Statistics;Computer Science;Engineering;Business & Management"
"edx00446","Enabling Technologies for Data Science and Analytics: The Internet of Things","https://www.edx.org/course/enabling-technologies-data-science-columbiax-ds103x-1","Discover the relationship between Big Data and the Internet of Things (IoT).","https://www.edx.org/sites/default/files/course/image/featured-card/columbiax_ds103x318x210.jpg","Columbia University","Data Analysis & Statistics;Computer Science;Engineering;Business & Management"
"edx00447","Deep Learning through Transformative Pedagogy","https://www.edx.org/course/deep-learning-through-transformative-uqx-microsoft-education-learnx-0","How can powerful teaching strategies and effective learning activities enhance deep learning?","https://www.edx.org/sites/default/files/course/image/featured-card/uqx-learnx-banner-image_318x210.jpg","The University of Queensland","Education & Teacher Training"
"edx00448","Family Business – Strategy Essentials","https://www.edx.org/course/family-business-strategy-essentials-ubcx-fbsex1-0","Learn how to manage the complex dynamics of a family business and sustain your enterprise into future generations.","https://www.edx.org/sites/default/files/course/image/featured-card/fambiz1ximage_318x210.jpg","University of British Columbia","Business & Management;Social Sciences;Communication"
"edx00449","Software Development Fundamentals","https://www.edx.org/course/software-development-fundamentals-pennx-sd1x","Learn the fundamentals of object-oriented programming in Java, as well as best practices of modern software development.","https://www.edx.org/sites/default/files/course/image/featured-card/sd1x_318x210.jpg","University of Pennsylvania","Computer Science;Engineering"
"edx00450","The Science of Learning - What Every Teacher Should Know","https://www.edx.org/course/science-learning-what-every-teacher-teacherscollegex-edsci1x-0","A teaching course for K-12 teachers about the science of learning and how to use current research to improve classroom outcomes.","https://www.edx.org/sites/default/files/course/image/featured-card/edsci1x-video_still-318x210_0.png","Teachers College","Education & Teacher Training;Social Sciences"
"edx00451","Tsinghua Chinese: Start Talking with 1.3 Billion People","https://www.edx.org/course/tsinghua-chinese-start-talking-1-3-tsinghuax-tm01x-0","Beginners' Chinese course from China's top university.","https://www.edx.org/sites/default/files/course/image/featured-card/tm01x-video_still_image_12012015-318x210.jpg","Tsinghua University","Language;Art & Culture"
"edx00452","Diversity and Social Justice in Social Work","https://www.edx.org/course/diversity-social-justice-social-work-michiganx-sw504x","Increase your knowledge and critical thinking skills related to diversity, human rights and social justice and injustice.","https://www.edx.org/sites/default/files/course/image/featured-card/ssw_micromaster_504_diversitysocialjustice_318x210.jpg","The University of Michigan","Social Sciences;Health & Safety"
"edx00453","Climate Change: The Science","https://www.edx.org/course/climate-change-science-ubcx-climate1x-3","Master the basics of climate science so you can better understand the news, evaluate scientific evidence, and explain global warming to anyone.","https://www.edx.org/sites/default/files/course/image/featured-card/climate1x_banner.jpg","University of British Columbia","Science;Environmental Studies"
"edx00454","Introduction to Psychological Research Methods","https://www.edx.org/course/introduction-psychological-research-uqx-psyc1030-4x","Learn how to plan, conduct and analyze psychological research and effectively communicate the results.","https://www.edx.org/sites/default/files/course/image/featured-card/psyc101.4x_research_318x210.jpg","The University of Queensland","Social Sciences"
"edx00455","Becoming a Successful Leader (Inclusive Leadership Training)","https://www.edx.org/course/becoming-successful-leader-inclusive-catalystx-il2x-0","Become a successful leader by learning 21st-century leadership skills and applying concepts to the real world.","https://www.edx.org/sites/default/files/course/image/featured-card/inclusive_leadership_378x225.jpg","Catalyst","Business & Management;Communication"
"edx00456","Get Beyond Work-Life Balance (Inclusive Leadership Training)","https://www.edx.org/course/get-beyond-work-life-balance-inclusive-catalystx-il4x-0","Develop skills to go beyond balance and better manage work-life priorities as individuals and leaders.","https://www.edx.org/sites/default/files/course/image/featured-card/il3x_banner_318x210.jpg","Catalyst","Business & Management"
"edx00457","Leading With Effective Communication (Inclusive Leadership Training)","https://www.edx.org/course/leading-effective-communication-catalystx-il5x-0","Develop communication skills that bring out the best in you — and in others.","https://www.edx.org/sites/default/files/course/image/featured-card/il5x_banner318x210_0.jpg","Catalyst","Business & Management;Communication"
"edx00458","Analytics for Decision Making","https://www.edx.org/course/analytics-decision-making-babsonx-bpet-statx-0","Discover the foundational concepts that support modern data science and learn to analyze various data types and quality to make smart business decisions.","https://www.edx.org/sites/default/files/course/image/featured-card/courseimages_0004_stats-analytics_318x210.jpg","Babson College","Business & Management;Data Analysis & Statistics"
"edx00459","Precalculus","https://www.edx.org/course/precalculus-asux-mat170x","This college-level, credit-eligible Precalculus course will teach you the skills required for success in future Calculus studies.","https://www.edx.org/sites/default/files/course/image/featured-card/gfaprecalccourseimage_318x210.jpg","Arizona State University","Math"
"edx00460","Evidence-Based Business Communication","https://www.edx.org/course/evidence-based-business-communication-anux-ebm02x","Learn how to achieve effective communication by evaluating evidence to identify and support the best communications strategies for your business.","https://www.edx.org/sites/default/files/course/image/featured-card/bco-ebm02x_318x210.jpg","Australian National University","Business & Management;Data Analysis & Statistics"
"edx00461","Basic Mandarin Chinese – Level 2","https://www.edx.org/course/basic-mandarin-chinese-level-2-mandarinx-mx102x-1","Learn Mandarin Chinese with practice in extensive vocabulary, phrases and sentence structures used in daily communication in Mandarin Chinese.","https://www.edx.org/sites/default/files/course/image/featured-card/madarinx_part2_v2_318x210_copy.jpg","MandarinX","Language;Humanities"
"edx00462","Identifying Community Needs for Public Library Management","https://www.edx.org/course/identifying-community-needs-public-michiganx-publib601x","Learn how to conduct research, surveys, and interviews as well as how to analyze data to better assess the local needs and wants of a public library community.","https://www.edx.org/sites/default/files/course/image/featured-card/publib601x_new_course_image.png","The University of Michigan","Social Sciences;Art & Culture;Humanities"
"edx00463","Technology Innovation for Sustainable Development","https://www.edx.org/course/technology-innovation-sustainable-epflx-innov4devx","Learn how to use technology innovation as a tool to fight poverty and enable sustainable development.","https://www.edx.org/sites/default/files/course/image/featured-card/innovation3_1.jpg","École polytechnique fédérale de Lausanne","Engineering;Humanities"
"edx00464","Digital Branding and Engagement","https://www.edx.org/course/digital-branding-engagement-curtinx-mkt1x-3","Learn how to increase brand engagement through the creation and distribution of content using an owned digital channel approach.","https://www.edx.org/sites/default/files/course/image/featured-card/mkt1x-course_image-318x210.jpg","Curtin University","Business & Management;Communication"
"edx00465","Introduction to Aeronautical Engineering","https://www.edx.org/course/introduction-aeronautical-engineering-delftx-ae1110x-2","Discover the fascinating world of aviation by investigating aeronautics, aerodynamics and flight mechanics.","https://www.edx.org/sites/default/files/course/image/featured-card/ae1110x_aeronautical_course_featured380x168.jpg","Delft University of Technology (TU Delft)","Engineering"
"edx00466","Introduction to Corporate Finance","https://www.edx.org/course/introduction-corporate-finance-ubcx-busfin1x","Learn how to make better corporate investment decisions to create value for your business.","https://www.edx.org/sites/default/files/course/image/featured-card/corporate-finance-illustration_318x210.jpg","University of British Columbia","Economics & Finance;Business & Management"
"edx00467","Introduction to Cloud Foundry and Cloud Native Software Architecture","https://www.edx.org/course/introduction-cloud-foundry-cloud-native-linuxfoundationx-lfs132x","A hands-on workshop to learn how to deploy and manage applications on Cloud Foundry. Grow from novice to knowledge-hound in your spare time!","https://www.edx.org/sites/default/files/course/image/featured-card/lfs132x_intro_to_cloud_foundry_course_image_1.png","The Linux Foundation","Computer Science"
"edx00468","How to Code: Simple Data","https://www.edx.org/course/how-code-simple-data-ubcx-htc1x","Learn the secret to writing well-tested and easy to improve programs, that will set you up to master any programming language","https://www.edx.org/sites/default/files/course/image/featured-card/htc1_image-v4_318x210.jpg","University of British Columbia","Computer Science"
"edx00469","UX Design: From Concept to Wireframe","https://www.edx.org/course/ux-design-concept-wireframe-michiganx-ux505x","Gain first-hand experience of the UX design process as you take a UX design project from an initial sketch and develop it into a wireframe.","https://www.edx.org/sites/default/files/course/image/featured-card/ux505x_318x210.jpg","The University of Michigan","Computer Science;Design"
"edx00470","American Government","https://www.edx.org/course/american-government-harvardx-hks101a-0","A comprehensive introduction to American government and politics—its foundations, institutions, organizations, and policies.","https://www.edx.org/sites/default/files/course/image/featured-card/american_government_thumb.jpg","Harvard University","Social Sciences;History;Law"
"edx00471","Introduction to Developmental Psychology","https://www.edx.org/course/introduction-developmental-psychology-uqx-psyc1030-2x","Learn how we develop over our lifetime, including our ability to think, communicate, and form social attachments.","https://www.edx.org/sites/default/files/course/image/featured-card/psyc101.2x_developmental_318x210.jpg","The University of Queensland","Social Sciences"
"edx00472","Designing and Leading Learning Systems","https://www.edx.org/course/designing-leading-learning-systems-michiganx-leaded502x","Learn leading strategies for educational innovation to improve practice, raise student performance, and reduce achievement gaps.","https://www.edx.org/sites/default/files/course/image/featured-card/mm_soe_thumbnail_final_logics_318x210.jpg","The University of Michigan","Education & Teacher Training"
"edx00473","Project Finance and the Public Private Partnership Examination","https://www.edx.org/course/project-finance-public-private-new-york-institute-finance-pfppp1-pc7x","Complete the required exam to earn your professional certificate in Project Finance and the Public Private Partnership from the New York Institute of Finance.","https://www.edx.org/sites/default/files/course/image/featured-card/pc7x_318x210.jpg","NYIF","Economics & Finance"
"edx00474","Introduction to Risk Management","https://www.edx.org/course/introduction-risk-management-new-york-institute-finance-rmpc1-1x-0","Learn how to differentiate between financial and business risks.","https://www.edx.org/sites/default/files/course/image/featured-card/rmpc.pc1x_318x210.jpg","NYIF","Economics & Finance"
"edx00475","Measuring Risk: Equity, Fixed Income, Derivatives and FX","https://www.edx.org/course/measuring-risk-equity-fixed-income-new-york-institute-finance-rmpc1-2x-0","Understand how to describe the various approaches utilized for determining value at risk.","https://www.edx.org/sites/default/files/course/image/featured-card/measuring_risk_equity_fixed_income_derivatives_and_fx_318x210.jpg","NYIF","Economics & Finance"
"edx00476","Risk Management Tools and Practices","https://www.edx.org/course/risk-management-tools-practices-new-york-institute-finance-rmpc1-3x-0","Learn how to compare and contrast economic capital, risk capital and regulatory capital.","https://www.edx.org/sites/default/files/course/image/featured-card/risk_management_tools_and_practices_318x210.jpg","NYIF","Economics & Finance"
"edx00477","Stress Testing and Risk Regulation – Part 1","https://www.edx.org/course/stress-testing-risk-regulation-part-1-new-york-institute-finance-rmpc1-4x-0","Learn how stress tests are used as the primary tool of risk regulation.","https://www.edx.org/sites/default/files/course/image/featured-card/rmpc.pc4x_318x210.jpg","NYIF","Economics & Finance"
"edx00478","Stress Testing and Risk Regulation – Part 2","https://www.edx.org/course/stress-testing-risk-regulation-part-2-new-york-institute-finance-rmpc1-5x-0","Learn how to define a reverse stress test and compare it to a conventional stress test.","https://www.edx.org/sites/default/files/course/image/featured-card/stress_testing_and_regulation_part_2_-_318x210.jpg","NYIF","Economics & Finance"
"edx00479","Risk Management Professional Certificate Examination","https://www.edx.org/course/risk-management-professional-certificate-new-york-institute-finance-rmpc1-6x-0","Complete this exam to earn your professional certificate in Risk Management from the New York Institute of Finance.","https://www.edx.org/sites/default/files/course/image/featured-card/rmpc.pc6x_318x210.jpg","NYIF","Economics & Finance"
"edx00480","M&A: Concepts and Theories","https://www.edx.org/course/ma-concepts-theories-new-york-institute-finance-ma1-1x","Gain a solid foundation in mergers & acquisitions to kick-start your career in finance.","https://www.edx.org/sites/default/files/course/image/featured-card/ma_course_1_image.jpg","NYIF","Economics & Finance;Business & Management"
"edx00481","M&A Concepts and Theories: Advanced Topics","https://www.edx.org/course/ma-concepts-theories-advanced-topics-new-york-institute-finance-ma1-2x","Learn advanced topics in M&A including financial accounting, financing the deal, and the all-important understanding of the seller’s viewpoint.","https://www.edx.org/sites/default/files/course/image/featured-card/ma_course_2_image.jpg","NYIF","Economics & Finance;Business & Management"
"edx00482","M&A: Structuring the Deal","https://www.edx.org/course/ma-structuring-deal-new-york-institute-finance-ma1-3x","Learn how M&A deals are structured and understand the various documents, legal structures and tax considerations needed to execute a deal.","https://www.edx.org/sites/default/files/course/image/featured-card/ma1.pc3x_318x210.jpg","NYIF","Economics & Finance;Business & Management"
"edx00483","M&A: Free Cash Flow (FCF) Modeling","https://www.edx.org/course/ma-free-cash-flow-fcf-modeling-new-york-institute-finance-ma1-4x","Learn how to evaluate a company’s financial performance to determine acquisition opportunities.","https://www.edx.org/sites/default/files/course/image/featured-card/ma_course_4_image.jpg","NYIF","Economics & Finance;Business & Management"
"edx00484","Accounting Principles for M&A","https://www.edx.org/course/accounting-principles-ma-new-york-institute-finance-ma1-5x","Learn how to apply accounting and federal income tax principles to project earnings and cash flows.","https://www.edx.org/sites/default/files/course/image/featured-card/ma_course_5_image.jpg","NYIF","Economics & Finance;Business & Management"
"edx00485","M&A Professional Certificate Examination","https://www.edx.org/course/ma-professional-certificate-examination-new-york-institute-finance-ma1-6x","Complete the required exam to earn your professional certificate in Mergers & Acquisitions from the New York Institute of Finance.","https://www.edx.org/sites/default/files/course/image/featured-card/ma1.pc6x_318x210.jpg","NYIF","Economics & Finance;Business & Management"
"edx00486","Project Finance and Public Private Partnerships Fundamentals","https://www.edx.org/course/project-finance-public-private-new-york-institute-finance-pfppp1-pc1x","An overview of project finance and public-private partnerships (PPPs) with a focus on financing and accounting.","https://www.edx.org/sites/default/files/course/image/featured-card/pc1x_318x210.jpg","NYIF","Economics & Finance"
"edx00487","Deal Structures in Project Finance","https://www.edx.org/course/deal-structures-project-finance-new-york-institute-finance-pfppp1-pc2x","Learn how to classify projects by deal structure and customer type by examining global PPP mega-deals. ","https://www.edx.org/sites/default/files/course/image/featured-card/pc2x_318x210.jpg","NYIF","Economics & Finance"
"edx00488","The Project Finance Process","https://www.edx.org/course/project-finance-process-new-york-institute-finance-pfppp1-pc3x","Learn about the various stages and participants in the project finance process, including the important role lenders play. ","https://www.edx.org/sites/default/files/course/image/featured-card/pc3x_318x210.jpg","NYIF","Economics & Finance"
"edx00489","Deals in Project Finance: Case Studies and Analysis","https://www.edx.org/course/deals-project-finance-case-studies-new-york-institute-finance-pfppp1-pc4x","Review multiple case studies and transactions to recognize how to select the best deals for investment. ","https://www.edx.org/sites/default/files/course/image/featured-card/pc4x_318x210.jpg","NYIF","Economics & Finance"
"edx00490","Documentation in Project Finance","https://www.edx.org/course/documentation-project-finance-new-york-institute-finance-pfppp1-pc5x","Learn about the contracts and documents needed for a project, rating agencies, and the loan syndication process.","https://www.edx.org/sites/default/files/course/image/featured-card/pc5x_318x210.jpg","NYIF","Economics & Finance"
"edx00491","Robotics: Fundamentals","https://www.edx.org/course/robotics-fundamentals-pennx-robo1x","Master the foundational math concepts that drive robotics and put them into practice using MATLAB.","https://www.edx.org/sites/default/files/course/image/featured-card/robo1x.jpg","University of Pennsylvania","Engineering;Computer Science"
"edx00492","Introduction to Bioethics","https://www.edx.org/course/introduction-bioethics-georgetownx-phlx-101x","Introduction to Bioethics explores some of the most difficult - and fascinating - moral challenges we face in health, medicine, and emerging technologies.","https://www.edx.org/sites/default/files/course/image/featured-card/bioethics_378x225.jpg","Georgetown University","Biology & Life Sciences;Ethics;Humanities;Law;Philosophy & Ethics;Social Sciences"
"edx00493","Storytelling in the Workplace","https://www.edx.org/course/storytelling-workplace-ritx-skills104x-0","Learn how to craft messages and narratives that will resonate with your target audience to create your desired outcome.","https://www.edx.org/sites/default/files/course/image/featured-card/storytelling_in_the_workplace_copy-318210.jpg","Rochester Institute of Technology","Business & Management;Communication"
"edx00494","Introduction to German Opera","https://www.edx.org/course/introduction-german-opera-dartmouthx-dart-mus-02x","Explore German Opera as we learn to listen to music in new ways.","https://www.edx.org/sites/default/files/course/image/featured-card/course_image_german_opera_318x210.jpg","Dartmouth College","Music;Art & Culture;History"
"edx00495","Product Design: The Delft Design Approach","https://www.edx.org/course/product-design-delft-design-approach-delftx-dda691x-2","Learn to design meaningful products and services in this introductory design course.","https://www.edx.org/sites/default/files/course/image/featured-card/dda_home_378x225.jpg","Delft University of Technology (TU Delft)","Design;Art & Culture;Business & Management;Social Sciences;Engineering"
"edx00496","Basic Spanish 1: Getting Started","https://www.edx.org/course/basic-spanish-1-getting-started-upvalenciax-bsp101x","Learn Spanish and explore Spanish culture in this introductory language course, designed for English speakers.","https://www.edx.org/sites/default/files/course/image/featured-card/bsp101x-learn_spanish-basic_spanish_for_english_speakers-378x225.jpg","Universitat Politècnica de Valencia ","Education & Teacher Training;Communication;Language"
"edx00497","Analytics for the Classroom Teacher","https://www.edx.org/course/analytics-classroom-teacher-curtinx-edu1x-0","This course is ideal for school teachers who want to improve their teaching through valuable data-driven insights.","https://www.edx.org/sites/default/files/course/image/featured-card/edu1x_courseaboutpage_318x210.jpg","Curtin University","Education & Teacher Training;Data Analysis & Statistics"
"edx00498","Financial Accounting Made Fun: Eliminating Your Fears","https://www.edx.org/course/financial-accounting-made-fun-babsonx-bpet-accx-0","Learn the language of financial accounting and how to use financial statement information to better manage and grow your business.","https://www.edx.org/sites/default/files/course/image/featured-card/courseimages_0005_fin-account_318x210.jpg","Babson College","Business & Management"
"edx00499","The Entrepreneurial Mindset","https://www.edx.org/course/entrepreneurial-mindset-babsonx-bpet-etax-0","Uncover the secrets of thinking like an entrepreneur to create value for stakeholders and society across a variety of business settings.","https://www.edx.org/sites/default/files/course/image/featured-card/courseimages_0006_eta_318x210.jpg","Babson College","Business & Management"
"edx00500","Introduction to Project Management","https://www.edx.org/course/introduction-project-management-adelaidex-project101x-1","Learn the principles of project management and apply them in your own work and life.","https://www.edx.org/sites/default/files/course/image/featured-card/project101x-intro_to_project_management-378x225.jpg","University of Adelaide","Business & Management;Engineering;Economics & Finance"
"edx00501","The Chemistry of Life","https://www.edx.org/course/chemistry-life-kyotoux-001x-2","Learn how to generate ideas at the interface between chemistry and biology.","https://www.edx.org/sites/default/files/course/image/featured-card/ku_chem_378x225.jpg","Kyoto University","Biology & Life Sciences;Chemistry;Science"
"edx00502","Introduction to Statistical Methods for Gene Mapping","https://www.edx.org/course/introduction-statistical-methods-gene-kyotoux-005x-1","Learn about statistical methods used to identify genetic variants responsible for phenotypes.","https://www.edx.org/sites/default/files/course/image/featured-card/005x-video_still-318x210.jpg","Kyoto University","Data Analysis & Statistics;Biology & Life Sciences;Medicine"
"edx00503","Social Media Marketing","https://www.edx.org/course/social-media-marketing-bux-qd504x-1","Learn how to drive social media engagement by linking strategy and tactics and measuring results.","https://www.edx.org/sites/default/files/course/image/featured-card/bux_mmx_qd504x-318x210_0.jpg","Boston University","Business & Management"
"edx00504","Introduction to Clinical Psychology","https://www.edx.org/course/introduction-clinical-psychology-uqx-psyc1030-3x","Learn about the principles underlying psychological therapy and the features and treatment of common mental disorders, including anxiety, depression and schizophrenia.","https://www.edx.org/sites/default/files/course/image/featured-card/psyc101.3x_clinical_318x210_0.jpg","The University of Queensland","Social Sciences"
"edx00505","Trasplante de órganos - desafíos éticos y jurídicos | Organ Transplantation - Ethical and Legal Challenges","https://www.edx.org/course/trasplante-de-organos-desafios-eticos-y-uamx-txetj201x-2","En este curso analizaremos algunos interrogantes éticos y jurídicos que suscita el trasplante de órganos.  In this course we will assess the ethical and legal challenges posed by organ transplantation.","https://www.edx.org/sites/default/files/course/image/featured-card/trasplante_de_organos_378x225.jpg","Universidad Autónoma de Madrid","Law;Medicine;Philosophy & Ethics"
"edx00506","Basic Mandarin Chinese – Level 3","https://www.edx.org/course/basic-mandarin-chinese-level-3-mandarinx-mx103x-0","Advance your Mandarin Chinese by tackling different topics in dynamic scenarios with extensive vocabulary and compound sentence structures.","https://www.edx.org/sites/default/files/course/image/featured-card/banner_318x210_1.jpg","MandarinX","Language;Art & Culture;Humanities"
"edx00507","The Opioid Crisis in America","https://www.edx.org/course/opioid-crisis-america-harvardx-hhp100","Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.","https://www.edx.org/sites/default/files/course/image/featured-card/harvardx_opioidx_image_318x210.jpg","Harvard University","Medicine;Health & Safety"
"edx00508","Nuclear Reactor Physics Basics","https://www.edx.org/course/nuclear-reactor-physics-basics-mephix-mephi005x","Become familiar with nuclear reactor physics and understand what happens in the nuclear reactor core.","https://www.edx.org/sites/default/files/course/image/featured-card/mephi005x-course-banner_318x210.jpg","National Research Nuclear University ","Physics;Engineering"
"edx00509","Introduction to Linux","https://www.edx.org/course/introduction-linux-linuxfoundationx-lfs101x-1","Never learned Linux? Want a refresh? Take this course free or get a verified certificate for $99!  ","https://www.edx.org/sites/default/files/course/image/featured-card/screen_shot_2016-03-11_at_11.19.06_am_0.png","The Linux Foundation","Computer Science"
"edx00510","Leading in the Digital Age","https://www.edx.org/course/leading-digital-age-bux-qd502x-1","Develop your ability to lead, innovate, negotiate and manage in a fast moving digital economy.","https://www.edx.org/sites/default/files/course/image/featured-card/bux_mmx_qd502x-318x210_0.jpg","Boston University","Business & Management"
"edx00511","Accounting Essentials for MBA Success","https://www.edx.org/course/accounting-essentials-mba-success-imperialx-icbs001","An introduction to the financial and management accounting skills needed to succeed in both MBA study and in business.","https://www.edx.org/sites/default/files/course/image/featured-card/accounting-course-image_318x210.jpg","Imperial College London","Business & Management"
"edx00512","Maths Essentials for MBA Success","https://www.edx.org/course/maths-essentials-mba-success-imperialx-icbs003","Discover and acquire the fundamental maths skills that you will need to use while studying an MBA program, from algebra to differentiation and geometric series.","https://www.edx.org/sites/default/files/course/image/featured-card/maths-course-image_318x210.jpg","Imperial College London","Business & Management;Math"
"edx00513","Proteins: Biology's Workforce","https://www.edx.org/course/proteins-biologys-workforce-ricex-bioc300-1x-2","Learn how the protein you eat keeps you alive and healthy by powering key functions from metabolism to DNA replication.","https://www.edx.org/sites/default/files/course/image/featured-card/proteins-structure-and-function_378x225.jpg","Rice University","Biology & Life Sciences"
"edx00514","DNA: Biology’s Genetic Code","https://www.edx.org/course/dna-biologys-genetic-code-ricex-bioc300-2x-1","DNA carries the defining data for life in a simple genetic code that comes with its own “back-up” system. Explore DNA structure with us!  ","https://www.edx.org/sites/default/files/course/image/featured-card/bioc300.2x-course_image-378x225.jpg","Rice University","Biology & Life Sciences"
"edx00515","Solving Public Policy Problems: UC Berkeley’s Eightfold Path","https://www.edx.org/course/solving-public-policy-problems-uc-uc-berkeleyx-policy01x-1","An introduction to Berkeley’s signature method for problem-solving in the public interest.","https://www.edx.org/sites/default/files/course/image/featured-card/policy01x-about_page_image-318x210.jpg","Berkeley","Social Sciences"
"edx00516","Evaluating Designs with Users","https://www.edx.org/course/evaluating-designs-users-michiganx-ux504x","Learn how to design, run, and analyze usability tests to help improve user experience.","https://www.edx.org/sites/default/files/course/image/featured-card/ux_thumbnail_083116_4_318x210.jpg","The University of Michigan","Design;Computer Science"
"edx00517","Sustainable Urban Development","https://www.edx.org/course/sustainable-urban-development-delftx-wageningenx-ams-urb-1x","Learn why cities are key in resolving global urbanization and sustainability challenges and how you can engineer tomorrow’s cities today.  ","https://www.edx.org/sites/default/files/course/image/featured-card/ams.urb_.1x-318x210.jpg","Delft University of Technology (TU Delft)","Engineering;Environmental Studies;Social Sciences"
"edx00518","Corporate Financial Policy","https://www.edx.org/course/corporate-financial-policy-michiganx-fin404x","Learn how firms raise funds to finance their business.","https://www.edx.org/sites/default/files/course/image/featured-card/corporatefinance_fin404x_318x210.jpg","The University of Michigan","Economics & Finance;Business & Management"
"edx00519","Introduction to Social Psychology","https://www.edx.org/course/introduction-social-psychology-uqx-psyc1030-1x","Learn why people think and behave the way they do in social settings.","https://www.edx.org/sites/default/files/course/image/featured-card/psyc101.1x_social_318x210.jpg","The University of Queensland","Social Sciences"
