Mooc_#,course_name,course_url,description,id,image_url,provenance,special_id,subject
2564,Positive Psychology: Resilience Skills,http://www.coursera.org/specializations/positivepsychology,"Learn how to incorporate resilience interventions into your personal and professional  life with Dr. Karen Reivich. , you are exposed to the foundational research in resilience, including protective factors such as mental agi... moreYou can choose to take  only. Learn more.",csr02529,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/9a/531e50d76711e59877e9237fbbf356/video-64153_960_720.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00278,
2565,Positive Psychology Specialization Project: Design Your Life for Well-being,http://www.coursera.org/specializations/positivepsychology,"You are encouraged to take the first four courses of the Foundations of Positive  Psychology Specialization before starting  and completing the Specialization Project. , taught by Dr. Martin E.P. Seligman brings all the key ... moreYou can choose to take  only. Learn more.",csr02530,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/9a/531e50d76711e59877e9237fbbf356/video-64153_960_720.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00278,
2566,Digital Transformations,http://www.coursera.org/specializations/business-technology-managment,"Information Technology (IT) is fast changing the world around us.  will  provide you an understanding of IT-enabled changes in the business environment, and how insightful executives leverage IT to create value and win competitive batt... moreYou can choose to take  only. Learn more.",csr02531,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dd/7ae3d0bd8411e6834f83bd22b5a2e6/PositivePsychology_MOOC_Icons_Specialization.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Pennsylvania,spc00279,
2567,Business Analytics and Digital Media,http://www.coursera.org/specializations/business-technology-managment,"The explosion in digital media - web, social and now mobile - represents a departure  from how things were like in the last century. This proliferation of digital media is both a threat and an opportunity for many businesses. Business Analytic... moreYou can choose to take  only. Learn more.",csr02532,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dd/7ae3d0bd8411e6834f83bd22b5a2e6/PositivePsychology_MOOC_Icons_Specialization.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Pennsylvania,spc00279,
2568,Accounting and Finance for IT professionals,http://www.coursera.org/specializations/business-technology-managment,"presents an introduction to the basics of financial accounting and finance  for IT professionals. The first part of the course will focus on understanding the most important financial statements, namely, the balance sheet, the income statement,... moreYou can choose to take  only. Learn more.",csr02533,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dd/7ae3d0bd8411e6834f83bd22b5a2e6/PositivePsychology_MOOC_Icons_Specialization.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Pennsylvania,spc00279,
2569,IT Project Management,http://www.coursera.org/specializations/business-technology-managment,"The concepts and use of project management tools, techniques and methodologies are  becoming all pervasive.  addresses project management in the context of IT projects, including software projects. Using the framework of project life cy... moreYou can choose to take  only. Learn more.",csr02534,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dd/7ae3d0bd8411e6834f83bd22b5a2e6/PositivePsychology_MOOC_Icons_Specialization.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Pennsylvania,spc00279,
2570,Leadership and Emotional Intelligence ,http://www.coursera.org/specializations/business-technology-managment,"The digital age is dramatically reshaping the rules for organizational success. The new  context demands renewal of your capabilities and development of different mindsets.  , youll learn the different components of emotional intelligence ... moreYou can choose to take  only. Learn more.",csr02535,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dd/7ae3d0bd8411e6834f83bd22b5a2e6/PositivePsychology_MOOC_Icons_Specialization.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Pennsylvania,spc00279,
2571,Capstone Project: Business Technology Management,http://www.coursera.org/specializations/business-technology-managment,"The Capstone Project places you in the shoes of a CIO of a hypothetical FMCG firm, Indus  Consumer Products Limited, who is required to select a portfolio of IT investments for the decision year that is aligned with the business strategy and objectives of t... moreYou can choose to take  only. Learn more.",csr02536,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/dd/7ae3d0bd8411e6834f83bd22b5a2e6/PositivePsychology_MOOC_Icons_Specialization.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Pennsylvania,spc00279,
2572,Data Manipulation at Scale: Systems and Algorithms,http://www.coursera.org/specializations/data-science,"Data analysis has replaced data acquisition as the bottleneck to evidence-based decision  making --- we are drowning in it.  Extracting knowledge from large, heterogeneous, and noisy datasets requires not only powerful computing resources, but the pro... moreYou can choose to take  only. Learn more.",csr02537,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1f/e7d610700a11e681da55bdc476b5b5/shutterstock_152474354.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Indian School of Business,spc00280,
2573,Practical Predictive Analytics: Models and Methods,http://www.coursera.org/specializations/data-science,Statistical experiment design and analytics are at the heart of data science.  In this  course you will design statistical experiments and analyze the results using modern methods.  You will also explore the common pitfalls in interpreting sta... moreYou can choose to take  only. Learn more.,csr02538,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1f/e7d610700a11e681da55bdc476b5b5/shutterstock_152474354.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Indian School of Business,spc00280,
2574,Communicating Data Science Results,http://www.coursera.org/specializations/data-science,"Important note: The second assignment  covers the topic of Graph Analysis  in the Cloud, in which you will use Elastic MapReduce and the Pig language to perform graph analysis over a moderately large dataset, about 600GB. In order to compl... moreYou can choose to take  only. Learn more.",csr02539,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1f/e7d610700a11e681da55bdc476b5b5/shutterstock_152474354.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Indian School of Business,spc00280,
2575,Data Science at Scale - Capstone Project,http://www.coursera.org/specializations/data-science,"About the Capstone ProjectIn the capstone, students will engage on a real world project requiring them to apply  skills from the entire data science pipeline: preparing, organizing, and transforming data, constructing a model, and evaluating results.    Through a collaborat... moreYou can choose to take  only. Learn more.",csr02540,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1f/e7d610700a11e681da55bdc476b5b5/shutterstock_152474354.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Indian School of Business,spc00280,
2576,Inspiring Leadership through Emotional Intelligence,http://www.coursera.org/specializations/inspired-leadership,"Emotional intelligence, hope, mindfulness, and compassion help a person reverse the damage of chronic stress and build great leadership relationships. The Positive and Negative Emotional Attractors inspire sustained, desired change and lear... moreYou can choose to take  only. Learn more.",csr02541,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/72/92067f8a9aef744d32505798786c41/GEM_Graphic2013Coursera_Blue.FINAL.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Colorado System,spc00281,
2577,Women in Leadership: Inspiring Positive Change,http://www.coursera.org/specializations/inspired-leadership,aims to inspire and empower women and men across the world to engage in  purposeful career development and take on leadership for important causes---to lead change with more conviction and confidence---and improve our workplaces and com... moreYou can choose to take  only. Learn more.,csr02542,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/72/92067f8a9aef744d32505798786c41/GEM_Graphic2013Coursera_Blue.FINAL.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Colorado System,spc00281,
2578,"Conversations That Inspire: Coaching Learning, Leadership and Change",http://www.coursera.org/specializations/inspired-leadership,"Coaching can inspire and motivate people to learn, change, and be effective leaders,  among other roles in life. Although most attempts are coaching for compliance (coaching someone to your wishes or expectations), decades of behavi... moreYou can choose to take  only. Learn more.",csr02543,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/72/92067f8a9aef744d32505798786c41/GEM_Graphic2013Coursera_Blue.FINAL.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Colorado System,spc00281,
2579,Leading Positive Change through Appreciative Inquiry,http://www.coursera.org/specializations/inspired-leadership,"Appreciative Inquiry is a collaborative and constructive inquiry process that searches  for everything that gives life to organizations, communities, and larger human systems when they are most alive, effective, creative and healthy in their interc... moreYou can choose to take  only. Learn more.",csr02544,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/72/92067f8a9aef744d32505798786c41/GEM_Graphic2013Coursera_Blue.FINAL.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Colorado System,spc00281,
2580,"Be a Leader, Develop a Leader",http://www.coursera.org/specializations/inspired-leadership,"About the Capstone ProjectThe objectives of this MOOC are to enable you to learn from applying concepts, exercises  and learning from the four other MOOCs in this specialization. Learners involved in our programs over the decades have repeatedly told us that going over the material... moreYou can choose to take  only. Learn more.",csr02545,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/72/92067f8a9aef744d32505798786c41/GEM_Graphic2013Coursera_Blue.FINAL.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Colorado System,spc00281,
2581,Gestin de proyectos: las bases del xito,http://www.coursera.org/specializations/exito-profesional,"En este curso se combinan los elementos esenciales de la gestin de proyectos y el  liderazgo de equipo en un nico contenido. A travs de la participacin y reflexin en clase, adquirirs una mayor comprensin de las responsabilidades que con... moreYou can choose to take  only. Learn more.",csr02546,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2582,"Trabaja inteligentemente, no ms duro: Gestin del tiempo para la productividad personal y profesional ",http://www.coursera.org/specializations/exito-profesional,"Podrs aplicar los conocimientos que adquieras en cuanto a conciencia personal y  profesional, organizacin y compromiso, y utilizar las herramientas, tcnicas y mtodos aprendidos para fijarte metas, jerarquizar tareas, programar y delegar, todo co... moreYou can choose to take  only. Learn more.",csr02547,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2583,Finanzas para profesionales no financieros,http://www.coursera.org/specializations/exito-profesional,"Tome las riendas de sus decisiones financieras y aprenda cmo estas repercuten sobre la  rentabilidad de su unidad y su organizacin. En este curso, obtendr informacin bsica sobre conceptos contables y financieros que le permitirn impulsar el crecimien... moreYou can choose to take  only. Learn more.",csr02548,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2584,La comunicacin laboral en el siglo XXI ,http://www.coursera.org/specializations/exito-profesional,"En el acelerado ambiente empresarial de hoy en da, a los empleados de todo nivel se les  pide que se encarguen cada vez de ms tareas, que cumplan ms plazos, que asuman ms responsabilidad y que se adapten a ms innovacin. Adems de esos retos est la ... moreYou can choose to take  only. Learn more.",csr02549,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2585,Redaccin de documentos empresariales de gran impacto,http://www.coursera.org/specializations/exito-profesional,"En el ambiente empresarial, el saber escribir con eficacia es una poderosa herramienta.  Aprende a expresar tus pensamientos de una manera clara y concisa para que las personas que lean lo que escribes capten mejor tus ideas. Mejora tu capacidad de ... moreYou can choose to take  only. Learn more.",csr02550,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2586,El arte de negociar,http://www.coursera.org/specializations/exito-profesional,"Empleados de todo nivel y con cargos de todo tipo pueden aplicar a diario el arte de  negociar. Los alumnos adquieren una visin actual de las estrategias y tcticas de negociacin, aprenden lo que significa negociar y se familiarizan con diversos ... moreYou can choose to take  only. Learn more.",csr02551,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2587,Aspectos fundamentales de la gerencia,http://www.coursera.org/specializations/exito-profesional,"Est a punto de entrar en el mercado laboral? Es un profesional nuevo? Es nuevo en su  cargo dentro de la organizacin? Todos los posibles empleados nuevos necesitan conocer los principios, las funciones y las responsabilidades asociados a la g... moreYou can choose to take  only. Learn more.",csr02552,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2588,Cmo resolver problemas y tomar decisiones con eficacia,http://www.coursera.org/specializations/exito-profesional,"El pensamiento crtico (la aplicacin de mtodos cientficos y del razonamiento lgico)  constituye la base para resolver problemas y tomar decisiones con eficacia. El pensamiento crtico nos permite evitar escollos frecuentes, verificar la va... moreYou can choose to take  only. Learn more.",csr02553,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2589,Fundamentos del Emprendimiento: Pensamiento y Accin,http://www.coursera.org/specializations/exito-profesional,El xito en los negocios puede aumentar enormemente cuando se comprenden las  caractersticas de emprendimiento claves y las soluciones basadas en las competencias. En este curso interactivo se brinda el conocimiento que los emprendedores pot... moreYou can choose to take  only. Learn more.,csr02554,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2590,Proyecto Final de xito Profesional,http://www.coursera.org/specializations/exito-profesional,"About the Capstone ProjectEl propsito del Proyecto Final de la Programa Especializado de xito Profesional es que  apliques a una experiencia personal los mtodos y las tcnicas que has aprendido en la serie de cursos, dndote una manera de comunicar tu valor a empleadores pote... moreYou can choose to take  only. Learn more.",csr02555,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/5c8f8049b111e4bc80b986c176101c/Time-Mangagement-Course-2.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00282,
2591,Mandarin Chinese 1: Chinese for Beginners,http://www.coursera.org/specializations/learn-mandarin,"Mandarin Chinese 1: Chinese for beginners is a beginner's course of Mandarin Chinese. It  uses lectures, short plays, interactive exercises and cultural tips to help learners build a fundamental capability of oral Chinese in real-life situations. At th... moreYou can choose to take  only. Learn more.",csr02556,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0b/a8adc0bfc311e5bc06a35f5dad43be/board-64269_960_720.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00283,
2592,Mandarin Chinese 2: Chinese for Beginners,http://www.coursera.org/specializations/learn-mandarin,"Mandarin Chinese 2: Chinese for beginners is a beginner's course of Mandarin Chinese in  continuation of Mandarin Chinese 1: Chinese for beginners. It uses lectures, short plays, interactive exercises and cultural tips to help learners build a fun... moreYou can choose to take  only. Learn more.",csr02557,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0b/a8adc0bfc311e5bc06a35f5dad43be/board-64269_960_720.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00283,
2593,Mandarin Chinese 3: Chinese for Beginners,http://www.coursera.org/specializations/learn-mandarin,"Mandarin Chinese 3: Chinese for beginners is a beginner's course of Mandarin Chinese in  continuation of Mandarin Chinese 2: Chinese for beginners. It uses lectures, short plays, interactive exercises and cultural tips to help learners build a fun... moreYou can choose to take  only. Learn more.",csr02558,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0b/a8adc0bfc311e5bc06a35f5dad43be/board-64269_960_720.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00283,
2594,Learn Mandarin Chinese: Capstone Project,http://www.coursera.org/specializations/learn-mandarin,"Learn Mandarin Chinese: Capstone Project is a beginner's course of Mandarin Chinese in  continuation of Mandarin Chinese 3:Chinese for Beginners. , learners are required to complete a few tasks of using Chinese languages in simulated r... moreYou can choose to take  only. Learn more.",csr02559,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0b/a8adc0bfc311e5bc06a35f5dad43be/board-64269_960_720.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",spc00283,
2595,Verb Tenses and Passives,http://www.coursera.org/learn/speaking-listening-capstone,"Learners will present a well-organized academic speech on a topic in an academic field of the learner's choice. The learner will need to recall all of the skills learned in the previous three courses and complete several steps to complete the project. The learner will choose an academic topic and will then need to do some research, interview a couple of experts in the field, create visual elements, and record a video of the presentation. The presenter will use techniques for preparing and practicing a presentation and demonstrate effective verbal and non-verbal skills. Doing this will help prepare you for presentations in school or work.",csr02560,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1f/ea8580659311e6bd1d4b1ca9165504/verb-1.png?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",,
2596,Data Science at Scale,http://www.coursera.org/learn/energy-business,"Learn about diverse and integrated markets for primary energy, and the essential considerations driving business leaders and policy makers in development of global energy resources.",csr02561,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/UW_PracticalDataScience_Getty479524481.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,University of Washington,,
2597,Inspired Leadership,http://www.coursera.org/learn/trabaja-inteligentemente,"Podrs aplicar los conocimientos que adquieras en cuanto a conciencia personal y profesional, organizacin y compromiso, y utilizar las herramientas, tcnicas y mtodos aprendidos para fijarte metas, jerarquizar tareas, programar y delegar, todo con el fin de superar las dificultades asociadas a la gestin del tiempo y mejorar la productividad.",csr02562,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/90/daf380cc2611e5ae4ba955680f1fcd/shutterstock_87219583.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Case Western Reserve University,,
2598,At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,http://www.coursera.org/learn/note-taking,"will help non-native English speakers improve their listening and note-taking skills for the purpose of listening to academic lectures. You will learn techniques for improving your understanding and skills for taking more effective notes, and you will get lots of practice in using these. If you're planning to attend college classes in English, then this class is for you.Upon completing , you will be able to:1.       Understand and follow a lecture2.       Take better lecture notes3.       Discuss courses with classmates and professors4.       Give an effective academic presentationPlease note that the free version of this class gives you access to all of the instructional videos and handouts. The peer feedback and quizzes are only available in the paid version.",csr02563,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/97/18cbc0196711e7bbb193f306041872/Nigro_Mozia_16-_2_.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Sapienza University of Rome,,
2599,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,http://www.coursera.org/learn/verb-passives,"This is the first course in the Learn English: Advanced Grammar and Punctuation specialty. , you will review the verb tenses that you learned in beginning English classes and learn about a few tenses you may not know very well. In all, you'll cover all 12 of the English verb tenses and passive verb forms. Most importantly, you'll learn how to blend these tenses, which is what native speakers frequently do.  is vital to your becoming a more fluent English speaker.Please note that the free version of this class gives you access to all of the instructional videos and handouts. The peer feedback and quizzes are only available in the paid version.",csr02564,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ea/8b416d17f5ee02e6ed9e509daf0d5d/new-york-city-78181.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Duke University,,
2600,Cities are back in town : sociologie urbaine pour un monde globalis,http://www.coursera.org/learn/archaeology-city-levant-west,"Which are the deepest roots of that mix of cultures that we use to call Mediterranean Civilization? Which are comminglings and exchanges which produced its most complete fruit, i.e. the city, a place for landscape-modelling communities? And which elements did contribute to build up that baulk of customs, ideas, and innovations which compelled to confrontation and hybridizations different peoples for millennia? What did it made, from pottery to metallurgy, from gastronomy to architecture, from art to religion, of a sea a cradle of civilization? Archaeology may help in disentangling such questions, seeking unexpected answers , by tinkering what ancient Mediterranean peoples left buried in the ground. A privileged point of view of our course is the ancient Phoenician city of Motya, located exactly at the centre of the sea in the middle. Throughout the live experience of excavation, with images taken on the field,  will let you touch the many tesserae of the great mosaic of the Mediterranean Civilization. The field diary of the archaeologist, and the handpick will be the two tools, which will lead us across the sea to discover what such early cities actually were, and how their contribute is still a major part of our shared memory.",csr02565,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c0/da90f0d27a11e4a6f70d5c44cd4531/MOOC-CBT-Cover_fond_nouveau_sans_flou.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Sciences Po,,
2601,xito Profesional,http://www.coursera.org/learn/911-attack,"will explore the forces that led to the 9/11 attacks and the policies the United States adopted in response. We will examine the phenomenon of modern terrorism, the development of the al Qai'da ideology, and the process by which individuals radicalize towards violence.",csr02566,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,"University of California, Irvine",,
2602,Learn Mandarin Chinese,http://www.coursera.org/learn/developpement-urbain,"La mondialisation et l'europanisation favorisent le dveloppement rapide des villes   travers le monde. L'urbanisation atteint de nouveaux sommets aujourdhui avec l'essor des mgacits (plus de 15 millions d'habitants) comme Calcutta, Los Angeles, Dhaka, Le Caire, Tokyo, New York, Shanghai, Mexico ou Soul. Au-del  de la mtropole moderne, les chercheurs tentent de donner un sens   ces grandes rgions urbaines au moyen de concepts divers tels que  post-mtropoles ,  villes globales , et  rgions mtropolitaines globales . Ce cours passera en revue les dbats et les modles de villes et mtropoles actuels proposs par les sciences sociales afin d'en analyser et comparer les dveloppements contemporains. Comment tudier ces villes quand elles deviennent des mgargions urbaines, leur taille importe-t-elle et en quoi ? Assiste-t-on   la naissance d'un immense monde urbain ou, au contraire, au-del  de l'apparente convergence de processus de mondialisation complexes, compris dans leur relation avec le capitalisme mondial, est-il possible d'identifier des diffrenciations masques et le renforcement de mondes urbains distincts ? Quel sens donner   ce monde urbain alors que les villes ne sont pas des units indpendantes mais doivent tre comprises non seulement en termes de territoires et d'enracinement mais galement de relations, afin de prendre en compte les flux, la mobilit, les circulations ? Quelle pertinence peuvent avoir des concepts de sciences sociales dvelopps en Occident pour l'analyse de la transformation de Lagos ? Jusqu'  quel point le dveloppement systmatique de nouvelles formes de comparaison entre les villes du Nord et du Sud peut-il faire voluer les sciences sociales et contribuer   surmonter la tendance   privilgier les comparaisons entre nations ?Pour l'instant, dans les conditions actuelles du capitalisme, les questions politiques, conomiques, culturelles et sociales deviennent de plus en plus urbaines. Selon la conception moderne de la ville mondiale, caractrise par la taille, par l'agrgation des logements, les divisions diffrencies du travail, et la densit des interactions, plusieurs conceptions de la ville ont fini par s'entremler et parfois s'opposer. Ces conceptions soulignent diffrents processus d'intgration : la ville matrielle et ses murs, ses places, ses maisons, ses routes, ses services, ses btiments, ses dchets, et son infrastructure physique ; la ville culturelle des imaginaires, des diffrences, des reprsentations, des ides, des symboles, des arts, des textes, des sens, des religions, et des esthtiques ; la politique et les politiques de la ville en termes de domination, de pouvoir, de gouvernement, de mobilisation, de politiques publiques, de scurit sociale, d'ducation ; la ville sociale des rvoltes, des ingalits ethniques, conomiques et de genre, de la vie quotidienne et des mouvements sociaux ; et lconomie de la ville : la division du travail, l'chelle, la production, la consommation, le commerce.....Les questions urbaines classiques portant sur les ingalits, le logement, le gouvernement, l'intgration, se mlent aux questions sur le tissu urbain, sur la mobilit et l'enracinement, sur le dveloppement durable et les risques, sur l'apparition des villes  cyborg , sur le contrle social et les meutes, la culture urbaine, l'innovation, et le dveloppement conomique urbain.Toutes les vidos produites par Sciences Po pour ce MOOC sont sous licence Creative Commons (BY / NC / SA)Plan du coursSemaine #1 : Introduction, dfinitions, questions urbaines et l'utilisation de modlesSemaine #2 : Les villes europennes et le modle d'intgration wbrienSemaine #3 : Les villes coloniales et post colonialesSemaine #4 : Les villes industrielles (et les villes socialistes) et les modles marxistesSemaine #5 : Les mtropoles amricaines et l'cole de Chicago,Semaine #6 : Les post-mtropoles, fragments et diffrencesSemaine #7 : Les villes mondiales et les mgacitsSemaine #8 : Les villes intelligentes et la sociologie des sciences et technologies",csr02567,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/46/3e9dc0752411e69c36d732ed480f96/IMG_0713.jpg?auto=format%2Ccompress&dpr=1&w=100&h=100&fit=fill&bg=FFF,Shanghai Jiao Tong University,,
